category	text																				
Non-anti-LGBT+ content	என்னோட ஒரு request friends... please இந்த மாறி திருநங்கை அவர்களை பார்த்த அவங்க நம்ம கிட்ட வந்து உதவி கேட்கும் முன்பே நீகளே உதவி செய்ய வேண்டும்....அந்த மரியாதை யாவது நாம் செய்வோம்❤️																				
Non-anti-LGBT+ content	இந்தி தெரியாது 😷																				
Non-anti-LGBT+ content	இவ்வளவு நல்ல வேலை செய்ததற்கு நன்றி																				
Non-anti-LGBT+ content	Please my comment.	 நண்பர்களே இது நம்ம சேனல் நான் மிகவும் கடினமாக உழப்பை போட்டு வீடியோ போடுகிரேன் தயவு செய்து 1K அடிக்க ஆதரவு தாருங்கள்..........																			
Non-anti-LGBT+ content	அருமை  அம்மா திருநங்கை போன்																				
Non-anti-LGBT+ content	BSM  உனக்கு லெஸ்பியன் புடிக்குமா																				
Non-anti-LGBT+ content	ஒருத்தன் அடிச்சா வாங்கிட்டு சும்மா இருக்கனுமா? அவன கேட்டா அட்டூழியமா? முட்டாப்புண்டா மகனே																				
Non-anti-LGBT+ content	கால் பண்ணுங்க																				
Non-anti-LGBT+ content	BSM  அப்ப தினமும் பண்ணுவீங்களா. யாருகூட. உங்க கணவர் அந்த நேரத்தில் என்ன பண்ணுவார்......																				
Non-anti-LGBT+ content	Jose Morphin  தமிழில்																				
Non-anti-LGBT+ content	Subash Bose குழந்தை பெற்றுக்கொல்வது மட்டுமே வாழ்க்கையாகுமா...???																				
Non-anti-LGBT+ content	எனக்கும் அந்த சிந்தனை உண்டு																				
Homophobic	ஓரினச்சேர்க்கையோ அல்லது சுயஇன்பமோ, இரண்டுமே மேலைநாட்டு கலாச்சாரமோ அல்லது தனிமனித சுதந்திரமோ அல்ல. இது இயற்கைக்கும் இறைவனுக்கும் எதிரான பாவம். ஆணும் பெண்ணும் சேரவேண்டும் என்பதும் அதினால் சந்ததி பெருக வேண்டும் என்பதுதான் இறைவனின் இயற்கையின் நியதி.அதை மாற்றுவது பாவம். அதற்க்கு நீதிமன்றமே அனுமதி அளிப்பது என்பது மனுக்குலத்தின் ஒரு அழிவைநோக்கிய பயணம். இதை கிறிஸ்தவம் வண்மையாக கண்டிக்கிறது. நீதிதுறைக்காக ஜெபிப்போம் தேசம் பரிசுத்தபடுவதாக! ஆமென்																				
Non-anti-LGBT+ content	Shagul Hameed Shagul டேய் துலுக்க நாயே...முடிக்கிட்டு போ...																				
Homophobic	ஒரு ஆணுக்கு ஒரு பெண் தான் இதை நீங்கள் என்ன தான் சொன்னாலும் நாங்கள் கேக்க போவது இல்லை. வேற வேலை இருந்தால் பாருங்க மக்களே.																				
Non-anti-LGBT+ content	Thirunangai Review திருநங்கை																				
Non-anti-LGBT+ content	அது தான்  சுகம்																				
Homophobic	மிக மிக மோசமான செயல் இது.ஆண் பெண் இருவர் தான் அன்னை தந்தை..இது இறைவன் மனிதர்கள் தந்தது  இறைவன் ஆதாம் ஏவாள் இவர்கள் வழி தான் ..	 ஓர் பால் சேர்தல் மிக தவறு..சமூகம் மற்றும் சமுதாயம் சீர்கெட்டதாகிவிடும்																			
Non-anti-LGBT+ content	நண்பா சூப்பர் சூப்பர் உங்கள் திறமைக்கு பாராட்டுக்கள் வாழ்த்துக்கள்																				
Non-anti-LGBT+ content	அருமை அண்ணா அருமை 👍❤👍																				
Non-anti-LGBT+ content	நீ அழகி பொண்ணு தான் 😍😍💃💃																				
Non-anti-LGBT+ content	dharmalingam boominathan  கடலூர் மாவட்டம்																				
Non-anti-LGBT+ content	இறைவன் உன்னுடன் உறுதுணையாக இருப்பார்.																				
Non-anti-LGBT+ content	பச்சை கலர் ஜாக்கெட்.திவ்யா.மூஞ்சி புண்டைய பாரு.இவளைப் பார்த்து விட்டுப் போனால்.சோறு.கிடைக்காது.இவள.ஓக்கற வன்.ஜட்டி.தூக்கி.அவ .ப*** மூஞ்சில.போட்டு.ஓ*** வேண்டியதுதான்.நாறக்கூதி. திவ்யா.திருப்பூர்ல .கட்டப்பஞ்சாயத்து.பண்ண..ப*** அறுத்துருவேன்.																				
Non-anti-LGBT+ content	அந்த மனம் சார் இறைவன் 🤷‍♂️ சல்யூட் bro 🤝																				
Non-anti-LGBT+ content	நீங்கள் அனைவரும் அர்த்தநாரீஸ்வரர் இதை உலகம் ஒரு நாள் அறியும். அதுவரை காத்திருக்கவும். நல்லதே நடக்கும் நல்லதே நினைப்போம்.																				
Non-anti-LGBT+ content	அவுங்க வேலாயினா இந்த அட்மின் லோலாயி போல....																				
Non-anti-LGBT+ content	கண் கலங்க வைத்த பதிவு நீங்க பையனா?																				
Homophobic	முடிவு  ஆரம்பித்து விட்டது																				
Non-anti-LGBT+ content	இவங்க ரொம்ப அகராதி பண்றாங்க.  காவல் துறை நடவடிக்கை எடுக்க வேண்டும்																				
Homophobic	எந்த  உயிரினமும்  தன்னோட  வம்சத்தை  அழிச்சிட்டது  கிடையாது. பகுத்தறிவு  தனக்கு  இருக்கிறதா  சொல்கிற  மனித  இனம்  தன்னை கெடுத்துக்கொள்ளும்  அழித்துக்கொள்ளும்  மகா  பாவத்தை  சகல  அங்கீகாரத்தோடு  செய்ய  நினைக்குது. ஏற்கனவே  தாயே   பெற்ற பிள்ளையை  கொள்ளுகிற  கொடுமைகளை  கேள்விப்படுகிறோம். இன்னும்  எத்தனை  கோர கொடுமைகளும்  கொள்ளைநோய்களும்  நம்  நாட்டில்  வருமோ																				
Non-anti-LGBT+ content	கொஞ்சம் கொஞ்சமாக விதைக்க ஆரம்பிச்சிட்டாங்க																				
Non-anti-LGBT+ content	உஙகளுக்கும் ஒரு நாள் ஒரு சிறை அறை காத்துகொண்டு இருக்குறது மகனே sex என்பது வெறும் 5 நிமிஷம் ஆனால் புண்ணியம் என்பது உன்னிடம் இருந்து வெகுதூரம் இருக்கு																				
Non-anti-LGBT+ content	தாங்கள் சொல்வது எனக்கு புரியவில்லை தமிழில் சொன்னால் நலமாயிருக்கும்.நன்றி																				
Homophobic	நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி. தேவன் அருவருக்கும் மிகப்பெரிய பாவம். இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார். மறுபடியும் கொரோனா மாதிரி அழிவு வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும். சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது.																				
Non-anti-LGBT+ content	தோளில் சாய்பவன் தோழன் மார்பில் சாய்வது மனைவி வயிற்றை அணைப்பது  வாரிசுகள் வாழ்க்கையில் முக்கியம்																				
Non-anti-LGBT+ content	சிரிக்காம நடுச்சவனுக்கு தெறம டா.. மவனே நீ மட்டும் சிருச்சுருந்த சக்கயா புளிஞ்சுருக்கும் அந்த அம்மா 😂😂😂nice																				
Non-anti-LGBT+ content	ரொம்ப அழகான சிரிப்பு உங்களுக்கு																				
Non-anti-LGBT+ content	கேத்தரின்.. இவங்க எங்க ஊரு....tirukoilur..																				
Non-anti-LGBT+ content	அருமை சிறப்பு நாகரீக வெளிப்பாடு....😍																				
Non-anti-LGBT+ content	v v  நாங்கெல்லாம் கிராமபுரத்து ஆளுங்க இது எல்லாம் பாக்கும்போது விசித்திரமா இருக்கு..																				
Non-anti-LGBT+ content	இந்த சனியனை பெட்ரோல் ஊற்றி எரிக்கனும்.ஜெயிலில் இவர்களை எந்த அறையில் அடைப்பது என்பது போலீசுக்கு குழப்பமாகவே உள்ளது.																				
Non-anti-LGBT+ content	பெரிய மனசு அந்த அக்காவுக்கு 🥺😭 👍🏼																				
Non-anti-LGBT+ content	பிராத்தல் பண்றவங்கள கத்தி காட்டி கூப்பிட்டால் நீங்க திருந்தி பிராத்தல விட்டு வடுங்களா																				
Non-anti-LGBT+ content	என்னப்பா எல்லாரும் ப்ராங்குல,  பார்ட் எடுக்க ஆரம்பிச்சிட்டிங்க																				
Non-anti-LGBT+ content	வாயி ஏன் இப்படி இருக்கு 🤡																				
Non-anti-LGBT+ content	எதார்த்தமான பேச்சு உளவியல் அறிவு உன்னிடம் இருக்கு சென்னிலா 50 வயசுல பேசக்கூடிய பேச்சு சின்ன வயசுலயே ரம்ப practicala பேசுர சென்னிலா.....புடைவில சும்மா நச்சனு அழகாவும் இருக்க....திருநங்கை  எனக்கு ரம்ப பிடிக்கும்....																				
Non-anti-LGBT+ content	ஒருவரை கட்டாய படுத்தாமல் வைத்துகொள்ளும் எந்த உறவும் தவறு இல்லை																				
Non-anti-LGBT+ content	ஓரின சேர்க்கை தவறு இல்லை... வாழ்ந்து போகட்டும் அவர்கள் வாழ்க்கையை...நாட்டிற்கு ஒன்றும் நஷ்டம் இலலை																				
Non-anti-LGBT+ content	தூ🗣️💦 இது மாதிரி லாம் இருப்பது நாள தான் இன்னும் பொது மக்களை மூஞ்சி சுழிற்க வைக்குது...🤦‍♂️																				
Homophobic	இது வெளிநாட்டு சதி. இதுவரை வந்த தாக்குதல் விட இது மோசமானது. இதற்கு பெண்கள் எப்படி ஆதரவு தருகிறார்கள் என்பது புரியவில்லை. படித்து கணிணி நிறுவனத்தில் வேலை பார்க்கும் ஆண்கள் மற்றும் பெண்கள் மட்டுமே ஆதரவு தருகிறார்கள். இவர்கள் அனைவரும் வெளிநாட்டு கலாச்சாரத்திற்கு  காசுக்காக அடிமையானவர்கள்.																				
Non-anti-LGBT+ content	Sathiya Seelan  கிறிஸ்தவ நாடுகள் அனைவரும்இவர்கள் திருமணத்தை ஏற்றுக்கொண்டார்கள்..நாட்டில் மதச்சிறுபான்மை இருக்கும் போது பாலின சிறுபான்மை இருக்கூடாது ?? 5 நீதிபதி களுக்கு தெரியாத தவறு நமக்கு தெரிந்துவிட்டதா ?????????																				
Non-anti-LGBT+ content	  திருமணம் ஆகவில்லை. உயர் கல்வி மாணவி																				
Non-anti-LGBT+ content	என்போன். ந .வாட்சாப்.உங்களுக்கு.அனுப்பிட்டேன்																				
Non-anti-LGBT+ content	Siva Siva  நம்பர் அனுப்பவும் வாட்சாப்ல பேசலாம்.																				
Homophobic	இயற்கைக்கு.மாற்றம்.செய்யகூடாது.	 முதலாவதாக.நீங்கள்.lesbians. 	 ஆகஇருக்கும்.போது.உடளுறவு.கொள்ளுவீஙக.அதில்.என்ன.இன்பம்.கிடைக்க.	 முடியும்																	
Non-anti-LGBT+ content	அந்த மனம் தான் சார் இறைவன்.																				
Homophobic	மனிதன் செய்யகூடிய சகல காரியங்களுக்கும் நியாயதீர்ப்பு நாளில் நியாயம் தீர்க்கப்படும், அன்று எவரும் தப்பமுடியாது.																				
Homophobic	ஆண் பெண் என இருப்பாலினம் எதற்காக படைக்கப்பட்டதோ அதன் எதிர்வினைதான் இந்த ஓரினச்சேர்க்கை வாழ்க்கை வீணாக போகிடும்...ஒன்றும் இல்லாத இந்த முறையற்ற பாலின கவர்ச்சியால் என்ன நிகழ்ந்திட போகிறது.... ஆண் பெண் புணர்தலே மனதளவிலும் நன்மை பயக்கும்																				
Non-anti-LGBT+ content	இவர்களுக்கும் பொதுமக்களை போல் தண்டனை சட்டம் கொண்டு வர வோண்டும்																				
Non-anti-LGBT+ content	உங்கள் முபைல்	 என் வேண்டும்																			
Non-anti-LGBT+ content	திருநங்கை மனம்கொண்டவர்கள் வரலாம் பேசிபழக வாட்ஸாப்பில் மட்டும் நேர்சந்துப்பு இல்லை																				
Non-anti-LGBT+ content	இது போன்ற திருடர்கள் ஆண்களும் உள்ளனர் பெண்களும் உள்ளனர். அதற்காக மொத்தமா அனைவரும் திருடர்கள்  என சொல்ல முடியாது .அது போல திருநங்கைகளில் சில திருட்டு பரதேசிகள் இருக்கிறார்கள் அதற்காக அனைவரையும் திட்ட கூடாது																				
Homophobic	இயற்கைக்கு எதிராக எது செய்தாலும் விளைவு கடுமையாக இருக்கும்																				
Non-anti-LGBT+ content	அந்த அக்காவுக்கு ரொம்ப நல்ல மனசு																				
Non-anti-LGBT+ content	ப்ரோ நீங்க எந்த ஊரு ப்ரோ																				
Non-anti-LGBT+ content	வாழ்த்துதம்பி !!! வாழ்க வளமுடன் !!!																				
Non-anti-LGBT+ content	சாமி சாமி நீங்க தான் சாமி																				
Non-anti-LGBT+ content	மத்திய அரசும் சரியில்ல மாநில அரசும் சரியில்ல.        என்ன பன்றது கேவலமா பேசுன வாய கிழிச்சிருக்கனும்																				
Non-anti-LGBT+ content	இறைவா இந்த கொடுமைய என்ன னு சொல்றது																				
Non-anti-LGBT+ content	சாதி பேரச்சொல்லி மதத்தின் பேரச்சொல்லி அடிச்சுக்குரதும் இயற்கைக்கு எதிரானதுதான் அதுக்குலாம் கம்பு சுத்தமாட்டீங்க முட்டாப்பயலுகளா...																				
Non-anti-LGBT+ content	எடுப்பது பிச்சை பேச்சைப்பாரு ரயில்வே போலீஸ் தூங்குகிறதா மக்களே நமக்கென்ன என்று வேடிக்கை பார்க்காதீர்கள் நாளை உங்களுக்கும் நடக்கலாம்.																				
Non-anti-LGBT+ content	ஆண் ஒர் இன சேர்கையும் ஒரு சுகம் தான் எனக்கும் நடந்தது என் வயது46 பார்க்க அப்படி தெரியாது ஒரு முறை திருச்சியில் இருந்து சேலம் போக பஸ்ஸில் ஏறினேன் பஸ்ஸில் சரி கூட்டம் இரவு 12 மணி உட்கார இடமில்லை அவசியம் போகனும் எனவே பஸ்ஸில் ஏறிவிட்டேன் பஸ் சத்திரம் பேருந்து நிலையம் தாண்டியது என் பின்னாடி ஒருவர் வந்து நின்றார் திரும்பி பார்த்தேன் வயது சுமார் 55 இல்லைது 60 இருக்கும் சரி வயதானவர் என்று நினைத்து சும்மா இருந்தேன் போக போக அவர் என் குண்டியில் தன்சுண்ணியவைத்து தேய்க்க ஆரம்பித்தார் சுகமாக இருந்தது பிறகு மெதுவா என்பேன்டை. இறக்கி குண்டியில் சுண்ணியவைத்து அடிக்க ஆரம்பித்துவிட்டார் வயதானாலும் ஆள் அருமை																				
Transphobic	இவர்கள் சிறுவர்களாக இருக்கும்போது மனமாற்றம் செய்து முன்பு மாற்றப்பட்ட நபர்களை காட்டி எப்படி இருக்கிறார்கள் சம்பாதிக்கிறார்கள் ஆசைவார்த்தை தூண்டி இருப்பார்கள் மாட்டிய ஒரு சிலதை ஒரு சில காலங்கள் பெற்றோரிடம் சென்றுவர விடுவார்கள் சிறிது மாற்றத்தை அவர்களிடம் காட்டில் பெற்றோரை பெருக்க வைத்து வீட்டை விட்டு விரட்ட அளவுக்கு செய்துவிட்டு பெரிய மாநிலங்களுக்கு ஏற்றுமதி செய்து விடுவார்கள்																				
Non-anti-LGBT+ content	திருநங்கை அக்கா சூப்பர்																				
Non-anti-LGBT+ content	நீ  எந்த இனம்  என்றே  தெரியவில்லையே  அதுக்கு  என்ன பண்ணலாம்  🤣🤣🤣🤣🤣😅😅😅😅																				
Non-anti-LGBT+ content	Mohamed Sameer முழுச முகமத பின்பற்றவில்லை என்றால் நீ முசுலிமே கிடையாது...																				
Non-anti-LGBT+ content	அம்மாக்கு ஒரு pareya manasu																				
Non-anti-LGBT+ content	எந்த.மாவட்ட. கூடலூர்																				
Non-anti-LGBT+ content	இந்த உலகத்துல இயல்பான விஷயத்தை இயல்பா பாக்குற பண்பு மனித இனத்துக்கே கிடையாது .தன்னை அறிவாளின்னு நினைச்சிட்டு வாழுற மிருகம் மனிதன்தான் .																				
Non-anti-LGBT+ content	இதல்லாம் இவுங்களே பிளான் போட்டு செட் panni ஆக்ட் பன்றாங்க																				
Non-anti-LGBT+ content	காவல் துறை நடவடிக்கை எடுக்க வேண்டும்																				
Non-anti-LGBT+ content	ஒன்னும் புடுங்க வேண்டாம்...போய் நக்கி குடி																				
Non-anti-LGBT+ content	Yogini Ammu  👌👌👌சரியா சொன்னிங்க...																				
Non-anti-LGBT+ content	நீங்க பேசுர விதம் ரெம்ப அழக இருக்கு																				
Non-anti-LGBT+ content	நான் எனது 20வது வயதில் Hostel ல் எனது நண்பனை அனுகி அவனுடன் செக்ஸ் செய்தேன் அவன் என்னுடன் செய்த  bromance யை romance என்று நினைத்தேன் ஆனால் அது தவறு என்று பிறகே புரிந்து கொண்டேன் செக்ஸ் செய்ய ஒரு handsome partner கிடைத்தான் ஆனால் நல்ல நண்பனை இழந்தேன் என்னுடன் எவ்வித எதிர்பார்ப்பும் இன்றி பழகிய ஒரு நண்பனை  இழந்தேன் ஆகையால் உங்களுக்கு sex செய்ய ஆள்  நிறைய கிடைக்கும் ஆனால் நல்ல நண்பன் கிடைக்க மாட்டான் குழப்பி கொள்ளாதீர்கள் முடிந்த வரை உங்கள் நெருங்கிய str8 நண்பர்கள் மீது sex thought யை வளர்த்து கொள்ளாதீர்கள் அதற்கு வேறு நிறைய நண்பர்கள் gay siteல் கிடைப்பார்கள் தயவுசெய்து நான் செய்த தவறை செய்யாதீர்கள் 🙏🙏🙏🙏❤️❤️❤️																				
Non-anti-LGBT+ content	அளியும் இந்த உடல் மீது வருவதில்லை காதல் என்பதை புரிந்து கொண்டேன் நன்றிகள் ஆயிரம்💘💘💘																				
Non-anti-LGBT+ content	என்ன பா வர வர எல்லாரும் sun TV episode  மாறி கொண்டுபோறீங்க .....																				
Non-anti-LGBT+ content	நண்பா உண்மையிலே பிராங்லே உங்க சேனல் பிராங்க் வரே வரே செம்மையா இருக்கு நல்ல கருத்துக்கள் வருது நண்பா சூப்பர் நீங்கே																				
Non-anti-LGBT+ content	எந்த கேள்விக்கும் பதில் சொல்ல வில்லை	 .	 அவர் கேட்ட கேள்விக்கு இவளால் பதில் சொல்ல முடியாத காரணத்தால்	 .	 திசை திருப்ப கேள்வி கேக்குறா																
Transphobic	எல்லா ரயிலிலும் இந்த உதவாக்கரைகளின் அட்டகாசம் தாங்கமுடியல.ரயில்வே காவல் துறை நினைத்தால் ஒழித்துவிட முடியாதா.?																				
Non-anti-LGBT+ content	தமிழகத்தின் சிங்கப் பெண்களின் ஒருவர் 🙏🙏🙏🙏																				
Non-anti-LGBT+ content	உண்மையில் மனதை நெகிழ வைத்த சம்பவம்... திருநங்கை  தான் உயர்ந்தவர்கள்.. அவர்களிடமும் அளவற்ற மனிதாபிமானமும் நேசமும் அன்பும் பண்பும் இருக்கிறது...royal solute🙏																				
Non-anti-LGBT+ content	ஆண் ,பெண் ஈடுபாடு போல, ஆண் , ஆண் ., பெண் , பெண் ஈடுபாடும் பொதுவானதே . நமக்கு இருக்கும் அதே உணர்வுகள் தான் அவர்களுக்கும் உண்டு . இது அவர்கள் வளர்த்துகெண்டது அல்ல.அவர்களின் இயல்பிலேயே வந்தது . அதை நாம் மதிப்பதில் தவறு ஒன்றும் இல்லையே!!!  பழக்கம் வேறு , இயல்பு வேறு ...																				
Non-anti-LGBT+ content	இந்த உலகத்தை பொறுத்த வரைக்கும் திருநங்கைகள் வாழனும் நண்பா.... ஐ லவ் யூ எல்லா திருநங்கை அம்மாக்களும்  அக்காள்கள் மற்றும் தங்கைமார்கள் 👍👍👍👍👍🎂																				
Non-anti-LGBT+ content	நீங்க இந்த உணர்வை வெளிக்கொண்டுவந்த விதம் ❤️❤️❤️	 உண்மையாலுமே இது உடம்பு மட்டும் சார்ந்து வருகிற காதல் இல்லை .	 என்னோட நினைவுகள் எல்லாம் திரும்பி வருகிறது . நான் இதோட எவ்வளவு முறை பார்த்திட்டேன்‌. பார்க்கும் போதெல்லாம் அழுகை தான் வருகிறது. எனக்காக இந்த உலகம் மாறாதா னு ஏங்கிட்டு இருக்கேன். மாறிடும்னு நம்பிக்கையில தான் இந்த உயிரும் உடலை தூக்கிட்டு சுத்திட்டு இருக்கு❤️❤️❤️.	 இதே மாறி நான் காதலிக்கிறவருக்கும் கல்யாணம் நடக்க போகுது. நான் இன்னும் என்னுடைய காதல் கூட சொல்லலை. இனியும் சொல்லபோறது இல்லை 😒.																	
Transphobic	அவன் யாரு டா அவன் வில்லன் என்ட்ரி குடுக்குறான்,, அவனும் பொட்டயா																				
Non-anti-LGBT+ content	Raj Kutty அப்படிய																				
Non-anti-LGBT+ content	நல்லவர்களுக்கு நீங்கள் கண்கண்ட தெய்வம் சாதி மத வெறி பிடித்த மனிதர்களுக்கு சமத்துவத்தை உயர்த்திய மாமனிதன்																				
Transphobic	எல்லா மொள்ளமாறி தனமும் பண்ணிட்டு சமூகம் எங்கள புறக்கணிக்குது மயிரா புடுங்குதுன்னு ஒப்பாறிவேற தூக்கிப்போட்டு மிதிச்சா சரியாகும்																				
Homophobic	கலாச்சாரத்தின் மீதான பேரிடி....																				
Homophobic	இவ மூஞ்சி புண்டய பாரு ெபாட்ட கூதி😡																				
Non-anti-LGBT+ content	ஆற்றல் இயற்கையை விட வலியது																				
Homophobic	ச்சைக் கருமம் ..																				
Non-anti-LGBT+ content	எந்த கேள்விக்கும் பதில் சொல்ல வில்லை	 .	 அவர் கேட்ட கேள்விக்கு இவளால் பதில் சொல்ல முடியாத காரணத்தால்	 .	 திசை திருப்ப கேள்வி கேக்குறா																
Homophobic	கொப்பனும்..ஆத்தாலும் சேராம போனா நீயும்தான் போறக்க முடியுமா...இல்லை இப்டி வந்து நக்கீரன்ல பேட்டிதான் கொடுக்க முடியுமா.																				
Non-anti-LGBT+ content	இந்து மதம் ஒரு போதும் ஓரின சேர்க்கை காதலை எதிர்த்தது இல்லை.	  பல்வேறு வகையான இலக்கியங்கள் இதற்கு சான்றாக இருக்கிறது.	 நீங்க இந்து மதம் மேல் இன்னும் ஆழமாக தெரிந்து கொள்ள வேண்டும்.	 என் இனத்தை இப்படி குறை கூறதே.	 என் தமிழினம் ஓரின சேர்க்கையாளர்கள் எதிர்த்தது இல்லை. 	 பண்டைய காலத்தில் இருந்தே இது வழக்கில் இருந்து வரும் ஒரு உண்மை.															
Non-anti-LGBT+ content	நாடு நாசமா போகுதே கடவுளே .???																				
Non-anti-LGBT+ content	திருநங்கைகளை பழித்தால் அதற்கும் சட்டம் இயற்றப்பட வேண்டும் அவர்களும் மனிதர்கள்																				
Non-anti-LGBT+ content		 ஓ மனித நினைவுபடுத்துகிறது ..																			
Non-anti-LGBT+ content	இந்த புரிதலை வரவேற்க வேண்டும்																				
Non-anti-LGBT+ content	திருநங்கை க்கு இருக்கும் நல்ல மனம்... இந்த பெண்களுக்கு இல்லை.																				
Non-anti-LGBT+ content	அவர்களுக்கு திருநங்கை  என்று அழகிய பெயர் உள்ளது. யாரோ ஒரு திருட்டு திருநங்கை செய்ததற்கு அனைவரையும் திட்டுவது சரியல்ல. ஒருவரை குறித்து திட்டு , அனைவரையும் திட்டாதே .சொன்ன தவறுக்கு மன்னிப்பு கேட்கவில்லை என்றாலும் பரவாயில்லை, ஆனால் திரும்ப திரும்ப ரொம்ப பேசுகிறாய்.இது உனக்கு நல்லதல்ல. Be careful																				
Non-anti-LGBT+ content	a srinivasan 	 “மானம்” என்று நான் குறிப்பிட்டது	 “ஒருவனுக்கு ஒருத்தி” என்ற தமிழ் மறையை.																		
Non-anti-LGBT+ content	பிற்காலத்தில் வசதியாக இருக்கிறது என்பதற்காக திருமணம் செய்யமாட்டார்கள்																				
Homophobic	Ne என் aids வந்த மாறி irka																				
Non-anti-LGBT+ content	ஒரு சில திருநங்கையால்																				
